SPAID,DHSCC,FIPSCC,SPAYEAR,SPAFACID,ADM1CODE,ADM1NAME,SPAREGCO,SPAREGNA,SPATYPEC,SPATYPEN,SPAMANGC,SPAMANGN,SOURCE,LATNUM,LONGNUM,DATUM
NPSPA202100000368,NP,NP,2021.00000000000,368.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.88856200000,85.50031500000,WGS84
NPSPA202100000369,NP,NP,2021.00000000000,369.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.83128300000,85.40824800000,WGS84
NPSPA202100000370,NP,NP,2021.00000000000,370.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.79947300000,85.36595800000,WGS84
NPSPA202100000371,NP,NP,2021.00000000000,371.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.86176500000,85.43652200000,WGS84
NPSPA202100000372,NP,NP,2021.00000000000,372.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,26.86023200000,85.56311800000,WGS84
NPSPA202100000373,NP,NP,2021.00000000000,373.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.82075800000,85.52094000000,WGS84
NPSPA202100000374,NP,NP,2021.00000000000,374.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,26.85417300000,85.56169800000,WGS84
NPSPA202100000375,NP,NP,2021.00000000000,375.00000000000,2.00000000000,Madhes Province,205.00000000000,Sarlahi,10.00000000000,HTC (stand alone),2.00000000000,NGO/Private not-for-profit,GPS,27.09012300000,85.54691700000,WGS84
NPSPA202100000376,NP,NP,2021.00000000000,376.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.11203700000,85.36092200000,WGS84
NPSPA202100000377,NP,NP,2021.00000000000,377.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.11518700000,85.35541700000,WGS84
NPSPA202100000378,NP,NP,2021.00000000000,378.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.98102800000,85.18478300000,WGS84
NPSPA202100000379,NP,NP,2021.00000000000,379.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.98303200000,85.24039200000,WGS84
NPSPA202100000380,NP,NP,2021.00000000000,380.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.96440800000,85.38361000000,WGS84
NPSPA202100000381,NP,NP,2021.00000000000,381.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,26.76862000000,85.27260300000,WGS84
NPSPA202100000382,NP,NP,2021.00000000000,382.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.98401000000,85.33871800000,WGS84
NPSPA202100000383,NP,NP,2021.00000000000,383.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.93356700000,85.28308700000,WGS84
NPSPA202100000384,NP,NP,2021.00000000000,384.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.84928800000,85.20276500000,WGS84
NPSPA202100000385,NP,NP,2021.00000000000,385.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.82693800000,85.25019300000,WGS84
NPSPA202100000386,NP,NP,2021.00000000000,386.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.84605700000,85.32879500000,WGS84
NPSPA202100000387,NP,NP,2021.00000000000,387.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.79733300000,85.30420800000,WGS84
NPSPA202100000388,NP,NP,2021.00000000000,388.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,26.76584000000,85.27043700000,WGS84
NPSPA202100000389,NP,NP,2021.00000000000,389.00000000000,2.00000000000,Madhes Province,206.00000000000,Rautahat,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,26.76510200000,85.27430800000,WGS84
NPSPA202100000390,NP,NP,2021.00000000000,390.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.20859700000,85.24618200000,WGS84
NPSPA202100000391,NP,NP,2021.00000000000,391.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.21047500000,85.24625300000,WGS84
NPSPA202100000392,NP,NP,2021.00000000000,392.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,5.00000000000,"Other hospital (private, not-state-owned)",2.00000000000,NGO/Private not-for-profit,MIS,0.00000000000,0.00000000000,WGS84
NPSPA202100000393,NP,NP,2021.00000000000,393.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.17149500000,85.19323800000,WGS84
NPSPA202100000394,NP,NP,2021.00000000000,394.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.17689300000,85.18960500000,WGS84
NPSPA202100000395,NP,NP,2021.00000000000,395.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.26146500000,85.11780800000,WGS84
NPSPA202100000396,NP,NP,2021.00000000000,396.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.28494800000,85.06676500000,WGS84
NPSPA202100000397,NP,NP,2021.00000000000,397.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.07263500000,85.17405800000,WGS84
NPSPA202100000398,NP,NP,2021.00000000000,398.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.07387800000,85.17444800000,WGS84
NPSPA202100000399,NP,NP,2021.00000000000,399.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.05927000000,85.14247000000,WGS84
NPSPA202100000400,NP,NP,2021.00000000000,400.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.04412300000,85.19451700000,WGS84
NPSPA202100000401,NP,NP,2021.00000000000,401.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.16568800000,84.97500300000,WGS84
NPSPA202100000402,NP,NP,2021.00000000000,402.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.13776800000,85.13030500000,WGS84
NPSPA202100000403,NP,NP,2021.00000000000,403.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.16453200000,84.97732700000,WGS84
NPSPA202100000404,NP,NP,2021.00000000000,404.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.16425300000,84.97461200000,WGS84
NPSPA202100000405,NP,NP,2021.00000000000,405.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.13695000000,85.01870500000,WGS84
NPSPA202100000406,NP,NP,2021.00000000000,406.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.08614800000,84.99375800000,WGS84
NPSPA202100000407,NP,NP,2021.00000000000,407.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.00717200000,84.90998000000,WGS84
NPSPA202100000408,NP,NP,2021.00000000000,408.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.03654000000,85.02144000000,WGS84
NPSPA202100000409,NP,NP,2021.00000000000,409.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.03173200000,84.99948700000,WGS84
NPSPA202100000410,NP,NP,2021.00000000000,410.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,MIS,0.00000000000,0.00000000000,WGS84
NPSPA202100000411,NP,NP,2021.00000000000,411.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.02789200000,85.00196300000,WGS84
NPSPA202100000412,NP,NP,2021.00000000000,412.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.00851700000,84.99289800000,WGS84
NPSPA202100000413,NP,NP,2021.00000000000,413.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,26.98721800000,84.99574500000,WGS84
NPSPA202100000414,NP,NP,2021.00000000000,414.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.07920200000,85.05321000000,WGS84
NPSPA202100000415,NP,NP,2021.00000000000,415.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.00518500000,85.17504000000,WGS84
NPSPA202100000416,NP,NP,2021.00000000000,416.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,26.91354000000,85.11393300000,WGS84
NPSPA202100000417,NP,NP,2021.00000000000,417.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.92293200000,85.15547800000,WGS84
NPSPA202100000418,NP,NP,2021.00000000000,418.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,26.99997200000,85.03679800000,WGS84
NPSPA202100000419,NP,NP,2021.00000000000,419.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,26.96548300000,85.08035300000,WGS84
NPSPA202100000420,NP,NP,2021.00000000000,420.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,26.95350500000,85.07056500000,WGS84
NPSPA202100000421,NP,NP,2021.00000000000,421.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.02175000000,85.05958500000,WGS84
NPSPA202100000422,NP,NP,2021.00000000000,422.00000000000,2.00000000000,Madhes Province,207.00000000000,Bara,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,26.93870000000,85.03739200000,WGS84
NPSPA202100000423,NP,NP,2021.00000000000,423.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.22512300000,84.70716800000,WGS84
NPSPA202100000424,NP,NP,2021.00000000000,424.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.17680200000,84.76865200000,WGS84
NPSPA202100000425,NP,NP,2021.00000000000,425.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.12151300000,84.84204300000,WGS84
NPSPA202100000426,NP,NP,2021.00000000000,426.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.00763500000,84.87369000000,WGS84
NPSPA202100000427,NP,NP,2021.00000000000,427.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.01254000000,84.88334500000,WGS84
NPSPA202100000428,NP,NP,2021.00000000000,428.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.04727300000,84.90166000000,WGS84
NPSPA202100000429,NP,NP,2021.00000000000,429.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.01164200000,84.89583000000,WGS84
NPSPA202100000430,NP,NP,2021.00000000000,430.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.01429300000,84.87106200000,WGS84
NPSPA202100000431,NP,NP,2021.00000000000,431.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.00703800000,84.87258300000,WGS84
NPSPA202100000432,NP,NP,2021.00000000000,432.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.00780300000,84.85636800000,WGS84
NPSPA202100000433,NP,NP,2021.00000000000,433.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,1.00000000000,Federal level hospital,1.00000000000,Government/Public,GPS,27.00398700000,84.87128800000,WGS84
NPSPA202100000434,NP,NP,2021.00000000000,434.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.01598800000,84.88579300000,WGS84
NPSPA202100000435,NP,NP,2021.00000000000,435.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.02139000000,84.87716800000,WGS84
NPSPA202100000436,NP,NP,2021.00000000000,436.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.02316300000,84.88691500000,WGS84
NPSPA202100000437,NP,NP,2021.00000000000,437.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.01681700000,84.88590500000,WGS84
NPSPA202100000438,NP,NP,2021.00000000000,438.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,26.99325500000,84.87383500000,WGS84
NPSPA202100000439,NP,NP,2021.00000000000,439.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.05838700000,84.88425800000,WGS84
NPSPA202100000440,NP,NP,2021.00000000000,440.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.09216800000,84.89172300000,WGS84
NPSPA202100000441,NP,NP,2021.00000000000,441.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.05753300000,84.82972200000,WGS84
NPSPA202100000442,NP,NP,2021.00000000000,442.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,3.00000000000,Local level hospital,1.00000000000,Government/Public,GPS,27.07715300000,84.76219700000,WGS84
NPSPA202100000443,NP,NP,2021.00000000000,443.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.06611000000,84.73075700000,WGS84
NPSPA202100000444,NP,NP,2021.00000000000,444.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.11660300000,84.70603200000,WGS84
NPSPA202100000445,NP,NP,2021.00000000000,445.00000000000,2.00000000000,Madhes Province,208.00000000000,Parsa,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.04163300000,84.75094800000,WGS84
NPSPA202100000446,NP,NP,2021.00000000000,446.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.73210700000,86.23024500000,WGS84
NPSPA202100000447,NP,NP,2021.00000000000,447.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.77586300000,86.22222300000,WGS84
NPSPA202100000448,NP,NP,2021.00000000000,448.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.74753300000,86.03186200000,WGS84
NPSPA202100000449,NP,NP,2021.00000000000,449.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.72976800000,86.14562700000,WGS84
NPSPA202100000450,NP,NP,2021.00000000000,450.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.72853800000,86.13291000000,WGS84
NPSPA202100000451,NP,NP,2021.00000000000,451.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.67020500000,86.15175500000,WGS84
NPSPA202100000452,NP,NP,2021.00000000000,452.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,3.00000000000,Local level hospital,1.00000000000,Government/Public,GPS,27.63323000000,86.23199300000,WGS84
NPSPA202100000453,NP,NP,2021.00000000000,453.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.58733700000,86.10885200000,WGS84
NPSPA202100000454,NP,NP,2021.00000000000,454.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.58139700000,86.09243300000,WGS84
NPSPA202100000455,NP,NP,2021.00000000000,455.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.51830500000,85.99870800000,WGS84
NPSPA202100000456,NP,NP,2021.00000000000,456.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.51439800000,86.06640000000,WGS84
NPSPA202100000457,NP,NP,2021.00000000000,457.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.65451700000,86.07188000000,WGS84
NPSPA202100000458,NP,NP,2021.00000000000,458.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.66155700000,86.01462200000,WGS84
NPSPA202100000459,NP,NP,2021.00000000000,459.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,3.00000000000,Local level hospital,1.00000000000,Government/Public,GPS,27.67153000000,86.04956000000,WGS84
NPSPA202100000460,NP,NP,2021.00000000000,460.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.66432800000,86.04757500000,WGS84
NPSPA202100000461,NP,NP,2021.00000000000,461.00000000000,3.00000000000,Bagmati Province,301.00000000000,Dolakha,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.67347700000,85.96863700000,WGS84
NPSPA202100000462,NP,NP,2021.00000000000,462.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.90717800000,85.83024800000,WGS84
NPSPA202100000463,NP,NP,2021.00000000000,463.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.94188300000,85.77590200000,WGS84
NPSPA202100000464,NP,NP,2021.00000000000,464.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.90976500000,85.61321200000,WGS84
NPSPA202100000465,NP,NP,2021.00000000000,465.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.92261500000,85.62312200000,WGS84
NPSPA202100000466,NP,NP,2021.00000000000,466.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.98836700000,85.53565500000,WGS84
NPSPA202100000467,NP,NP,2021.00000000000,467.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.79330800000,85.51859800000,WGS84
NPSPA202100000468,NP,NP,2021.00000000000,468.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.80259300000,85.49233200000,WGS84
NPSPA202100000469,NP,NP,2021.00000000000,469.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.87474200000,85.58451000000,WGS84
NPSPA202100000470,NP,NP,2021.00000000000,470.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.83114800000,85.57514500000,WGS84
NPSPA202100000471,NP,NP,2021.00000000000,471.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,10.00000000000,HTC (stand alone),3.00000000000,Private for profit,MIS,0.00000000000,0.00000000000,WGS84
NPSPA202100000472,NP,NP,2021.00000000000,472.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.80890800000,85.61960200000,WGS84
NPSPA202100000473,NP,NP,2021.00000000000,473.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.75013200000,85.66193500000,WGS84
NPSPA202100000474,NP,NP,2021.00000000000,474.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.77865000000,85.74023300000,WGS84
NPSPA202100000475,NP,NP,2021.00000000000,475.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,27.78052500000,85.71133700000,WGS84
NPSPA202100000476,NP,NP,2021.00000000000,476.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.71971300000,85.73042000000,WGS84
NPSPA202100000477,NP,NP,2021.00000000000,477.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.71412700000,85.69554300000,WGS84
NPSPA202100000478,NP,NP,2021.00000000000,478.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.81768800000,85.76954300000,WGS84
NPSPA202100000479,NP,NP,2021.00000000000,479.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.80720300000,85.99246000000,WGS84
NPSPA202100000480,NP,NP,2021.00000000000,480.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.79027500000,85.89870300000,WGS84
NPSPA202100000481,NP,NP,2021.00000000000,481.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,9.00000000000,Urban Health Centre (UHC),1.00000000000,Government/Public,GPS,27.85889200000,85.87433000000,WGS84
NPSPA202100000482,NP,NP,2021.00000000000,482.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,6.00000000000,Primary Health Care Center (PHCC),1.00000000000,Government/Public,GPS,27.78298200000,85.89664500000,WGS84
NPSPA202100000483,NP,NP,2021.00000000000,483.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.78365200000,85.88389200000,WGS84
NPSPA202100000484,NP,NP,2021.00000000000,484.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.76824500000,85.89439200000,WGS84
NPSPA202100000485,NP,NP,2021.00000000000,485.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,27.67788200000,85.77526300000,WGS84
NPSPA202100000486,NP,NP,2021.00000000000,486.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,7.00000000000,Health Post (HP),1.00000000000,Government/Public,GPS,27.70269200000,85.77463300000,WGS84
NPSPA202100000487,NP,NP,2021.00000000000,487.00000000000,3.00000000000,Bagmati Province,302.00000000000,Sindhupalchok,5.00000000000,"Other hospital (private, not-state-owned)",3.00000000000,Private for profit,GPS,27.75420500000,85.82965300000,WGS84
NPSPA202100000488,NP,NP,2021.00000000000,488.00000000000,3.00000000000,Bagmati Province,303.00000000000,Rasuwa,2.00000000000,Provincial level hospital,1.00000000000,Government/Public,GPS,28.11068500000,85.29591300000,WGS84
NPSPA202100000489,NP,NP,2021.00000000000,489.00000000000,3.00000000000,Bagmati Province,303.00000000000,Rasuwa,8.00000000000,Community Health Unit (CHU),1.00000000000,Government/Public,GPS,28.14263500000,85.29369500000,WGS84
